요양기관명,종별코드,종별명,시도코드,시도명,시군구코드,시군구명,읍면동,우편번호,주소,전화번호,경도,위도,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수
창동서울치과의원,51,치과의원,110000,서울,110006,도봉구,,1421,"서울특별시 도봉구 해등로 48, 2층 1호 (창동, 주공3단지상가)",02-902-2555,127.043745,37.6486141,20020503,1,0,0,0,0,1,0,0,0,0,0,0,0,0
경희한의원,93,한의원,110000,서울,110006,도봉구,,1304,"서울특별시 도봉구 도봉로181길 35, 5층 (도봉동)",02-955-7079,127.0438418,37.6842031,19970401,2,0,0,0,0,0,0,0,0,2,0,0,0,0
다움치과의원,51,치과의원,110000,서울,110006,도봉구,,1333,"서울특별시 도봉구 도봉로 724, 2층 (방학동)",02-3493-2270,127.0438437,37.6690369,20130506,3,0,0,0,0,0,0,0,3,0,0,0,0,0
청암한의원,93,한의원,110000,서울,110006,도봉구,,1309,"서울특별시 도봉구 도봉로 773, 1층 (도봉동)",02-6104-3636,127.0439269,37.6735889,20100624,1,0,0,0,0,0,0,0,0,1,0,0,0,0
김학동치과의원,51,치과의원,110000,서울,110006,도봉구,,1304,"서울특별시 도봉구 도봉로181길 29, 4층 (도봉동)",02-6228-2875,127.0441976,37.6841082,20180327,1,0,0,0,0,1,0,0,0,0,0,0,0,0
성채한의원,93,한의원,110000,서울,110006,도봉구,,1304,"서울특별시 도봉구 도봉로181길 29, 3층 (도봉동)",02-955-1075,127.0441976,37.6841082,20040923,1,0,0,0,0,0,0,0,0,1,0,0,0,0
제일정형외과의원,31,의원,110000,서울,110006,도봉구,,1308,"서울특별시 도봉구 도봉로 801, 2층 (도봉동)",02-955-7700,127.0443038,37.6759404,19850306,1,0,0,0,1,0,0,0,0,0,0,0,0,0
남진한의원,93,한의원,110000,서울,110006,도봉구,,1304,"서울특별시 도봉구 도봉로181길 25, (도봉동)",02-954-1274,127.0444723,37.6840706,19690613,1,0,0,0,0,0,0,0,0,1,0,0,0,0
홍재한의원,93,한의원,110000,서울,110006,도봉구,,1307,"서울특별시 도봉구 도봉로 809, (도봉동)",02-955-5885,127.0445459,37.6768703,20210930,1,0,0,0,0,0,0,0,0,1,0,0,0,0
유외과의원,31,의원,110000,서울,110006,도봉구,,1307,"서울특별시 도봉구 도봉로 813, (도봉동)",02-954-0237,127.0445896,37.6770819,19730208,1,0,0,0,1,0,0,0,0,0,0,0,0,0
이종성치과의원,51,치과의원,110000,서울,110006,도봉구,,1307,"서울특별시 도봉구 도봉로 813, (도봉동)",02-955-3423,127.0445896,37.6770819,19910516,1,0,0,0,0,1,0,0,0,0,0,0,0,0
라클라라의원,31,의원,110000,서울,110006,도봉구,,1332,"서울특별시 도봉구 도봉로150다길 22, 4,5,6층 (방학동)",02-3493-8575,127.0447149,37.6671062,20081107,1,1,0,0,0,0,0,0,0,0,0,0,0,0
슈바이처치과의원,51,치과의원,110000,서울,110006,도봉구,,1335,"서울특별시 도봉구 도봉로150길 28, 3층 (방학동, 성보빌딩)",02-955-5545,127.0447382,37.665929,20140728,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은경희한의원,93,한의원,110000,서울,110006,도봉구,,1332,"서울특별시 도봉구 도봉로150길 27, (방학동)",02-6956-0331,127.0447629,37.666184,20180823,1,0,0,0,0,0,0,0,0,1,0,0,0,0
이상복치과의원,51,치과의원,110000,서울,110006,도봉구,,1306,"서울특별시 도봉구 도봉로 851, (도봉동, 럭키아파트상가 106-304)",02-956-0001,127.0450253,37.6804076,19930612,1,0,0,0,0,1,0,0,0,0,0,0,0,0
경희가족한의원,93,한의원,110000,서울,110006,도봉구,,1403,"서울특별시 도봉구 노해로63가길 31, 2층 (창동)",02-999-0188,127.0450633,37.6541598,20030514,1,0,0,0,0,0,0,0,0,0,0,0,1,0
연세케이치과의원,51,치과의원,110000,서울,110006,도봉구,,1335,"서울특별시 도봉구 도봉로150길 34, 지상3층 (방학동)",02-954-7528,127.0451045,37.6659291,20100104,1,0,0,0,0,1,0,0,0,0,0,0,0,0
주용진내과의원,31,의원,110000,서울,110006,도봉구,,1304,"서울특별시 도봉구 도봉로 859, 202호 (도봉동, 시온성빌딩)",02-3492-3091,127.0452114,37.6812467,19970210,2,0,0,0,2,0,0,0,0,0,0,0,0,0
의성한방병원,92,한방병원,110000,서울,110006,도봉구,,1332,"서울특별시 도봉구 도봉로152길 26, 렉시온프라자 2, 3, 4층 (방학동)",02-902-7510,127.0452769,37.6692414,20080331,7,0,0,0,1,0,0,0,0,6,0,0,0,0
의료법인풍산의료재단 창동제일의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로65길 17-13, 2층 (창동, 검진센터)",02-900-5011,127.0454655,37.6518962,19971021,8,0,0,0,8,0,0,0,0,0,0,0,0,0
경희자운한의원,93,한의원,110000,서울,110006,도봉구,,1304,"서울특별시 도봉구 도봉로 873, 화성빌딩 3층 302호 (도봉동)",02-3491-8282,127.0454722,37.6824438,20060516,1,0,0,0,0,0,0,0,0,1,0,0,0,0
몸과맘편한의원,31,의원,110000,서울,110006,도봉구,,1332,"서울특별시 도봉구 마들로 657, 208,209호 (방학동, 이에스에이아파트)",02-955-0105,127.045475,37.6686013,20060613,1,0,0,0,1,0,0,0,0,0,0,0,0,0
민치과의원,51,치과의원,110000,서울,110006,도봉구,,1332,"서울특별시 도봉구 마들로 657, 2층 202호 (방학동, 이에스에이아파트)",02-955-2275,127.045475,37.6686013,20181128,1,0,0,0,0,1,0,0,0,0,0,0,0,0
탄탄의원,31,의원,110000,서울,110006,도봉구,,1302,"서울특별시 도봉구 도봉로 927, (도봉동)",02-3492-5335,127.0455068,37.6871832,20161202,2,2,0,0,0,0,0,0,0,0,0,0,0,0
성신안과의원,31,의원,110000,서울,110006,도봉구,,1332,"서울특별시 도봉구 도봉로150길 43, (방학동)",02-955-7540,127.0455905,37.6664777,20031222,1,0,0,0,1,0,0,0,0,0,0,0,0,0
푸른고래정신건강의학과의원,31,의원,110000,서울,110006,도봉구,,1332,"서울특별시 도봉구 도봉로150길 43, 2층 207,208호 (방학동, ESA 아파트)",,127.0455905,37.6664777,20190215,1,0,0,0,1,0,0,0,0,0,0,0,0,0
예인치과의원,51,치과의원,110000,서울,110006,도봉구,,1332,"서울특별시 도봉구 도봉로150길 43, 205호,206호 (방학동, ESA2단지상가)",02-3493-2875,127.0455905,37.6664777,20130416,1,0,0,0,0,0,0,0,1,0,0,0,0,0
경희대종한의원,93,한의원,110000,서울,110006,도봉구,,1332,"서울특별시 도봉구 도봉로150길 43, 212호 (방학동, ESA아파트2단지)",02-955-4370,127.0455905,37.6664777,20000628,1,0,0,0,0,0,0,0,0,1,0,0,0,0
도봉美치과의원,51,치과의원,110000,서울,110006,도봉구,,1303,"서울특별시 도봉구 도봉로181길 6, 지상2층 (도봉동)",02-956-2875,127.0456088,37.6839554,20060829,1,0,0,0,0,0,0,0,1,0,0,0,0,0
서정치과의원,51,치과의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로65길 17-9, 301호 (창동, 삼원프라자빌딩)",02-992-4320,127.0457672,37.6519602,20050726,1,0,0,0,0,1,0,0,0,0,0,0,0,0
더샤인한스의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로 341, 101동 307호 (창동, 신원리베르텔)",990-3002,127.0459347,37.6514553,20120203,1,0,0,0,1,0,0,0,0,0,0,0,0,0
소화연세소아청소년과의원,31,의원,110000,서울,110006,도봉구,,132728,"서울특별시 도봉구 노해로 341, 315호 (창동,신원리베르텔)",02-908-6014,127.0459347,37.6514553,20021022,1,0,0,0,1,0,0,0,0,0,0,0,0,0
세연치과의원,51,치과의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로 341, 304호 (창동, 신원리베르텔)",02-900-9890,127.0459347,37.6514553,20031126,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울열린치과의원,51,치과의원,110000,서울,110006,도봉구,,1399,"서울특별시 도봉구 노해로63다길 25, 지상3층 (창동)",02-994-2875,127.0461005,37.6539821,20050713,1,0,0,0,0,1,0,0,0,0,0,0,0,0
한국한의원,93,한의원,110000,서울,110006,도봉구,,1399,"서울특별시 도봉구 노해로63다길 25, 2층 (창동)",02-990-1075,127.0461005,37.6539821,20080404,1,0,0,0,0,0,0,0,0,1,0,0,0,0
창동신세계마취통증의학과의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로65길 17, 중앙빌딩 3층 (창동)",02-6952-3636,127.046113,37.6520638,20191105,1,0,0,0,1,0,0,0,0,0,0,0,0,0
이용덕치과의원,51,치과의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로65길 17, 201호 (창동, 중앙빌딩)",02-900-2888,127.046113,37.6520638,19900425,1,0,0,0,0,1,0,0,0,0,0,0,0,0
마음편한정신건강의학과의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로65길 11, 한성빌딩 3층 302호 (창동)",02-991-9596,127.0462088,37.6518117,19991001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
조천영내과의원,31,의원,110000,서울,110006,도봉구,,1399,"서울특별시 도봉구 노해로63길 79, (창동)",02-994-7582,127.0463398,37.6530918,20020419,1,0,0,0,1,0,0,0,0,0,0,0,0,0
창동탑치과의원,51,치과의원,110000,서울,110006,도봉구,,1399,"서울특별시 도봉구 노해로63길 79, 3층 (창동)",02-908-2875,127.0463398,37.6530918,20140702,1,0,0,0,0,0,0,0,1,0,0,0,0,0
도봉경희한의원,93,한의원,110000,서울,110006,도봉구,,1399,"서울특별시 도봉구 노해로63길 79, (창동)",02-908-7575,127.0463398,37.6530918,20010327,2,0,0,0,0,0,0,0,0,2,0,0,0,0
김민석재활의학과의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로63길 78, (창동)",02-999-4811,127.0463482,37.6525824,19990422,1,0,0,0,1,0,0,0,0,0,0,0,0,0
박현철피부과의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로63길 78, (창동)",02-999-8481,127.0463482,37.6525824,19920502,1,0,0,0,1,0,0,0,0,0,0,0,0,0
전종학안과의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로63길 78, (창동)",02-990-8456,127.0463482,37.6525824,19950620,1,0,0,0,1,0,0,0,0,0,0,0,0,0
신원치과의원,51,치과의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로63길 78, (창동)",02-991-8193,127.0463482,37.6525824,19910822,1,0,0,0,0,1,0,0,0,0,0,0,0,0
경희신맥한의원,93,한의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로63길 78, 3층 302, 303호 (창동)",02-6052-6339,127.0463482,37.6525824,20130405,3,0,0,0,0,0,0,0,0,3,0,0,0,0
유내과의원,31,의원,110000,서울,110006,도봉구,,1328,"서울특별시 도봉구 마들로 691, (도봉동)",02-954-1826,127.0463631,37.6718262,19890131,1,0,0,0,1,0,0,0,0,0,0,0,0,0
임상수치과의원,51,치과의원,110000,서울,110006,도봉구,,1328,"서울특별시 도봉구 마들로 697, 3층 (도봉동)",02-955-6485,127.0463994,37.6725221,19930612,1,0,0,0,0,1,0,0,0,0,0,0,0,0
경희동인한의원,93,한의원,110000,서울,110006,도봉구,,1327,"서울특별시 도봉구 마들로 703, (도봉동)",02-911-1075,127.0464665,37.6730251,20040618,1,0,0,0,0,0,0,0,0,0,0,0,1,0
서울클리어치과교정과치과의원,51,치과의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로65길 18, 3층 (창동)",02-992-2925,127.0464814,37.6521871,20170524,1,0,0,0,0,0,0,0,1,0,0,0,0,0
오고싶은경희한의원,93,한의원,110000,서울,110006,도봉구,,1318,"서울특별시 도봉구 도봉로180가길 96, 2층 (도봉동, 승리빌딩)",02-3493-6630,127.0465365,37.687797,20040906,2,0,0,0,0,0,0,0,0,2,0,0,0,0
조은이비인후과의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로65길 14, (창동)",02-997-5450,127.0465388,37.6520304,20080611,1,0,0,0,1,0,0,0,0,0,0,0,0,0
프라임치과의원,51,치과의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로65길 14, 4층 (창동, 영일빌딩)",02-998-9641,127.0465388,37.6520304,20020402,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울대인치과의원,51,치과의원,110000,서울,110006,도봉구,,1399,"서울특별시 도봉구 노해로63다길 10, 2,3층 (창동)",02-902-2888,127.0465734,37.6533525,20200720,1,0,0,0,0,0,0,0,1,0,0,0,0,0
에덴치과의원,51,치과의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로63길 84, 3층 (창동, 대명빌딩)",02-992-2872,127.0465885,37.652794,20040504,1,0,0,0,0,1,0,0,0,0,0,0,0,0
새튼재활의학과의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로65길 10, 2,3,5층 (창동)",02-6221-3000,127.0466202,37.6518354,20230404,1,0,0,0,1,0,0,0,0,0,0,0,0,0
유인영치과의원,51,치과의원,110000,서울,110006,도봉구,,1337,"서울특별시 도봉구 마들로 624, 306호 (방학동, 현대대상상가)",02-3492-3898,127.0466493,37.6657881,19900421,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울정형외과의원,31,의원,110000,서울,110006,도봉구,,1330,"서울특별시 도봉구 마들로 684, 2,3층 (도봉동, 안세빌딩)",02-956-2400,127.0467064,37.6710519,20030521,1,0,0,0,1,0,0,0,0,0,0,0,0,0
동부한일외과의원,31,의원,110000,서울,110006,도봉구,,1325,"서울특별시 도봉구 마들로 686, 2,3,4층 (도봉동)",02-3492-4754,127.046708,37.6713716,19970714,3,0,0,0,3,0,0,0,0,0,0,0,0,0
미플러스치과의원,51,치과의원,110000,서울,110006,도봉구,,1325,"서울특별시 도봉구 마들로 686, 6층 (도봉동, 세림빌딩)",02-3493-6582,127.046708,37.6713716,19900426,1,0,0,0,0,1,0,0,0,0,0,0,0,0
김병철의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로65길 14-3, (창동)",02-974-7852,127.0467721,37.6520779,20140304,1,0,0,0,1,0,0,0,0,0,0,0,0,0
연세위드치과의원,51,치과의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로65길 14-3, 3층 (창동)",02-908-7528,127.0467721,37.6520779,20060411,2,0,0,0,0,2,0,0,0,0,0,0,0,0
더건강내과의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로63길 84-3, 5층 (창동)",02-999-5100,127.0470038,37.6527457,20190529,1,0,0,0,1,0,0,0,0,0,0,0,0,0
삼성척재활의학과의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로63길 84-3, 2, 3층 (창동)",02-902-7589,127.0470038,37.6527457,20191030,3,0,0,0,3,0,0,0,0,0,0,0,0,0
코코모이비인후과의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로63길 84-3, (창동)",02-992-5075,127.0470038,37.6527457,20060303,1,0,0,0,1,0,0,0,0,0,0,0,0,0
미소진치과의원,51,치과의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로63길 84-3, 4층 1호 (창동)",02-908-2275,127.0470038,37.6527457,20060601,1,0,0,0,0,1,0,0,0,0,0,0,0,0
삼성드림소아청소년과의원,31,의원,110000,서울,110006,도봉구,,1331,"서울특별시 도봉구 마들로 650, 308호 (방학동, 도봉월드)",02-954-1199,127.047079,37.6680424,20040303,1,0,0,0,1,0,0,0,0,0,0,0,0,0
이형창의원,31,의원,110000,서울,110006,도봉구,,1331,"서울특별시 도봉구 마들로 650, 305호 (방학동, 도봉월드상가)",02-954-9054,127.047079,37.6680424,20040625,1,0,0,0,1,0,0,0,0,0,0,0,0,0
참서울내과의원,31,의원,110000,서울,110006,도봉구,,1331,"서울특별시 도봉구 마들로 650, 도봉월드상가 1층 105-3,4 106-3,4 112-2호 (방학동)",954-2100,127.047079,37.6680424,20100823,2,0,0,0,2,0,0,0,0,0,0,0,0,0
연세키즈몽치과의원,51,치과의원,110000,서울,110006,도봉구,,1331,"서울특별시 도봉구 마들로 650, 도봉월드상가 3층 312호 (방학동)",02-907-2275,127.047079,37.6680424,20070411,1,0,0,0,0,1,0,0,0,0,0,0,0,0
정이비인후과의원,31,의원,110000,서울,110006,도봉구,,1405,"서울특별시 도봉구 노해로63길 84-9, 305호 (창동, 에스알스타빌)",02-997-5005,127.0472832,37.6525344,20000214,2,0,0,0,2,0,0,0,0,0,0,0,0,0
삼성치과의원,51,치과의원,110000,서울,110006,도봉구,,1422,"서울특별시 도봉구 노해로66길 29, (창동, 삼성아파트)",02-991-9279,127.0474359,37.6500115,20040325,1,0,0,0,0,1,0,0,0,0,0,0,0,0
연세드림의원,31,의원,110000,서울,110006,도봉구,,1320,"서울특별시 도봉구 도봉로180길 46, 1층 (도봉동)",02-955-2291,127.0477553,37.6822329,20190401,1,0,0,0,1,0,0,0,0,0,0,0,0,0
본한의원,93,한의원,110000,서울,110006,도봉구,,1318,"서울특별시 도봉구 마들로 859-19, 상가1동 112,113호 (도봉동, 도봉한신아파트)",02-956-4380,127.0480152,37.6862598,20161222,1,0,0,0,0,0,0,0,0,0,0,0,1,0
권순종한의원,93,한의원,110000,서울,110006,도봉구,,1411,"서울특별시 도봉구 노해로69길 103, 202호 (창동, 동아청솔상가)",02-905-6433,127.048472,37.6577017,19970320,1,0,0,0,0,0,0,0,0,1,0,0,0,0
성모가정의학과의원,31,의원,110000,서울,110006,도봉구,,1410,"서울특별시 도봉구 마들로 555, 209호 (창동, 쌍용아파트)",02-904-9045,127.0486687,37.6603333,20140417,1,0,0,0,1,0,0,0,0,0,0,0,0,0
연세현치과의원,51,치과의원,110000,서울,110006,도봉구,,1410,"서울특별시 도봉구 마들로 555, (창동, 쌍용아파트)",02-998-6182,127.0486687,37.6603333,19970109,1,0,0,0,0,0,0,0,1,0,0,0,0,0
닥터플란트치과의원,51,치과의원,110000,서울,110006,도봉구,,1414,"서울특별시 도봉구 마들로11길 73, (창동)",02-999-2804,127.0490817,37.653261,20160317,1,0,0,0,0,0,0,0,1,0,0,0,0,0
홍영란치과의원,51,치과의원,110000,서울,110006,도봉구,,1414,"서울특별시 도봉구 마들로11가길 15, (창동)",02-993-8726,127.0492863,37.6526598,19930508,1,0,0,0,0,1,0,0,0,0,0,0,0,0
늘편한의원,31,의원,110000,서울,110006,도봉구,,1411,"서울특별시 도봉구 노해로69길 97, 313호 (창동, 동아청솔아파트)",02-991-8703,127.0493611,37.6568344,20000512,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멜로우피부과의원,31,의원,110000,서울,110006,도봉구,,1413,"서울특별시 도봉구 마들로13길 61, 씨드큐브 창동 3층 301-3호 (창동)",02-6077-8811,127.0497957,37.6544068,20231010,1,0,0,0,1,0,0,0,0,0,0,0,0,0
이사랑치과의원,51,치과의원,110000,서울,110006,도봉구,,1318,"서울특별시 도봉구 도봉로180나길 41, 409호,410호 (도봉동, 도봉한신아파트상가)",02-3493-7533,127.0499431,37.6843208,20040827,1,0,0,0,0,1,0,0,0,0,0,0,0,0
유디치과의원,51,치과의원,110000,서울,110006,도봉구,,1414,"서울특별시 도봉구 노해로 381, 3층 (창동)",900-8668,127.0504856,37.6525457,20121102,1,0,0,0,0,1,0,0,0,0,0,0,0,0
박치과의원,51,치과의원,110000,서울,110006,도봉구,,1414,"서울특별시 도봉구 노해로69길 21, 2층 4호 (창동, 두승빌딩)",02-906-2804,127.0506103,37.653247,20010108,1,0,0,0,0,1,0,0,0,0,0,0,0,0
이소한의원,93,한의원,110000,서울,110006,도봉구,,1414,"서울특별시 도봉구 노해로69길 21, 2층 (창동)",02-903-7510,127.0506103,37.653247,20090818,1,0,0,0,0,0,0,0,0,1,0,0,0,0
장원의원,31,의원,110000,서울,110006,도봉구,,1414,"서울특별시 도봉구 노해로 383, 3층 302호 (창동, 국민은행빌딩)",02-992-2471,127.0507554,37.6525879,19940531,1,1,0,0,0,0,0,0,0,0,0,0,0,0
하나로치과의원,51,치과의원,110000,서울,110006,도봉구,,1413,"서울특별시 도봉구 마들로11길 20, 2층 (창동, 농협하나로마트)",02-902-2875,127.0508314,37.6551106,20090904,1,0,0,0,0,1,0,0,0,0,0,0,0,0
삼성플러스의원,31,의원,110000,서울,110006,도봉구,,1416,"서울특별시 도봉구 노해로 384, 203호 (창동, 동아상가)",998-0075,127.0510027,37.6519427,20100216,1,0,0,0,1,0,0,0,0,0,0,0,0,0
이랑치과의원,51,치과의원,110000,서울,110006,도봉구,,1416,"서울특별시 도봉구 노해로 384, 201호 (창동, 동아아파트)",02-934-8234,127.0510027,37.6519427,20170307,1,0,0,0,0,1,0,0,0,0,0,0,0,0
원안과의원,31,의원,110000,서울,110006,도봉구,,1415,"서울특별시 도봉구 노해로 389, (창동)",02-908-4075,127.0513599,37.6527733,19940603,1,0,0,0,1,0,0,0,0,0,0,0,0,0
창동연세정형외과의원,31,의원,110000,서울,110006,도봉구,,1415,"서울특별시 도봉구 노해로 389, 4층 (창동, 제일빌딩)",02-908-5595,127.0513599,37.6527733,19960814,1,0,0,0,1,0,0,0,0,0,0,0,0,0
김홍욱치과의원,51,치과의원,110000,서울,110006,도봉구,,1415,"서울특별시 도봉구 노해로 389, 306호 (창동, 제일빌딩)",02-992-2360,127.0513599,37.6527733,19940609,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울훈치과의원,51,치과의원,110000,서울,110006,도봉구,,1417,"서울특별시 도봉구 노해로70길 46, 주공아파트 2층 205호 (창동)",02-902-9222,127.051411,37.6502835,20220316,2,0,0,0,0,1,0,0,1,0,0,0,0,0
녹천행복의원,31,의원,110000,서울,110006,도봉구,,1489,"서울특별시 도봉구 덕릉로 398, (창동, 주공아파트)",02-972-2295,127.0531489,37.6457771,20161129,1,0,0,0,1,0,0,0,0,0,0,0,0,0
강치과의원,51,치과의원,110000,서울,110006,도봉구,,1489,"서울특별시 도봉구 덕릉로 398, 215호 (창동, 상계주공17단지상가)",02-900-3733,127.0531489,37.6457771,19980515,1,0,0,0,0,1,0,0,0,0,0,0,0,0
마이덴치과의원,51,치과의원,110000,서울,110007,동대문구,답십리동,2593,"서울특별시 동대문구 황물로 42, 201,202,203호 (답십리동)",02-2231-2875,127.0462045,37.5733278,20120409,1,0,0,0,0,1,0,0,0,0,0,0,0,0
유치과의원,51,치과의원,110000,서울,110007,동대문구,답십리동,2596,"서울특별시 동대문구 사가정로 35, 2층 (답십리동)",02-2212-7630,127.0510787,37.5725731,19820525,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울한림한의원,93,한의원,110000,서울,110007,동대문구,답십리동,2603,"서울특별시 동대문구 천호대로 265, 2층 (답십리동)",02-2247-2288,127.0513825,37.5683168,19900621,1,0,0,0,0,0,0,0,0,1,0,0,0,0
조치과의원,51,치과의원,110000,서울,110007,동대문구,답십리동,2604,"서울특별시 동대문구 천호대로 281, 2층 (답십리동)",02-2213-9894,127.0525642,37.5674196,19820804,1,0,0,0,0,1,0,0,0,0,0,0,0,0
연세키즈소아청소년과의원,31,의원,110000,서울,110007,동대문구,답십리동,2598,"서울특별시 동대문구 답십리로 130, (답십리동)",02-2216-7575,127.0538624,37.571288,20141001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울라인성형외과의원,31,의원,110000,서울,110007,동대문구,답십리동,2604,"서울특별시 동대문구 천호대로 295, 2층 (답십리동)",02-2214-8001,127.053869,37.5664644,20080218,1,0,0,0,1,0,0,0,0,0,0,0,0,0
송이비인후과의원,31,의원,110000,서울,110007,동대문구,답십리동,2604,"서울특별시 동대문구 천호대로 295, 208호 (답십리동)",02-2238-7130,127.053869,37.5664644,20100831,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨기과의원,31,의원,110000,서울,110007,동대문구,답십리동,2604,"서울특별시 동대문구 천호대로 295, (답십리동)",02-2243-1253,127.053869,37.5664644,20021101,1,0,0,0,1,0,0,0,0,0,0,0,0,0
최진내과의원,31,의원,110000,서울,110007,동대문구,답십리동,2604,"서울특별시 동대문구 천호대로 295, 3층 (답십리동)",02-2217-7555,127.053869,37.5664644,19960604,1,0,0,0,1,0,0,0,0,0,0,0,0,0
최태영정신건강의학과의원,31,의원,110000,서울,110007,동대문구,답십리동,2604,"서울특별시 동대문구 천호대로 295, 3층 7호 (답십리동)",02-2245-9940,127.053869,37.5664644,19951103,1,0,0,0,1,0,0,0,0,0,0,0,0,0
윤호치과의원,51,치과의원,110000,서울,110007,동대문구,답십리동,2604,"서울특별시 동대문구 천호대로 295, 3층 (답십리동)",02-2215-0277,127.053869,37.5664644,19940725,1,0,0,0,0,1,0,0,0,0,0,0,0,0
남송엠정신과의원,31,의원,110000,서울,110007,동대문구,답십리동,2604,"서울특별시 동대문구 천호대로 307, 3층 (답십리동)",02-2212-1774,127.0547814,37.5658081,20030331,1,0,0,0,1,0,0,0,0,0,0,0,0,0
동인내과의원,31,의원,110000,서울,110007,동대문구,답십리동,2604,"서울특별시 동대문구 천호대로 307, 4,5층 (답십리동)",02-2245-0875,127.0547814,37.5658081,20030822,1,0,0,0,1,0,0,0,0,0,0,0,0,0
웰비뇨기과의원,31,의원,110000,서울,110007,동대문구,답십리동,2604,"서울특별시 동대문구 천호대로 307, 2층 (답십리동)",02-2248-8245,127.0547814,37.5658081,20070423,1,0,0,0,1,0,0,0,0,0,0,0,0,0
늘편한내과의원,31,의원,110000,서울,110007,동대문구,답십리동,2599,"서울특별시 동대문구 전농로 73-17, (답십리동)",02-6071-1227,127.0562103,37.5714072,20140828,1,0,0,0,1,0,0,0,0,0,0,0,0,0
동양한의원,93,한의원,110000,서울,110007,동대문구,답십리동,2599,"서울특별시 동대문구 답십리로 146-2, (답십리동)",02-2266-3414,127.0562294,37.5726735,20090401,1,0,0,0,0,0,0,0,0,1,0,0,0,0
변정형외과의원,31,의원,110000,서울,110007,동대문구,답십리동,2540,"서울특별시 동대문구 전농로 91, 2층 (답십리동)",02-2248-4197,127.0570221,37.573302,19910212,1,0,0,0,1,0,0,0,0,0,0,0,0,0
장세영소아과의원,31,의원,110000,서울,110007,동대문구,답십리동,2540,"서울특별시 동대문구 전농로 91, 2층 (답십리동)",02-2247-6921,127.0570221,37.573302,19910212,1,0,0,0,1,0,0,0,0,0,0,0,0,0
최치과의원,51,치과의원,110000,서울,110007,동대문구,답십리동,2540,"서울특별시 동대문구 전농로 91, (답십리동)",02-2248-1140,127.0570221,37.573302,19910528,1,0,0,0,0,1,0,0,0,0,0,0,0,0
김선호치과의원,51,치과의원,110000,서울,110007,동대문구,답십리동,2606,"서울특별시 동대문구 답십리로 160, 2층 (답십리동)",02-2213-3675,127.0578349,37.5727546,19890731,1,0,0,0,0,1,0,0,0,0,0,0,0,0
강남성모안과의원,31,의원,110000,서울,110007,동대문구,답십리동,2538,"서울특별시 동대문구 전농로 102, 3층 (답십리동)",02-2242-4275,127.0578512,37.5739634,20030529,1,0,0,0,1,0,0,0,0,0,0,0,0,0
참조은마취통증의학과의원,31,의원,110000,서울,110007,동대문구,답십리동,2538,"서울특별시 동대문구 전농로 102, 301호 (답십리동)",02-2272-7582,127.0578512,37.5739634,20100203,1,0,0,0,1,0,0,0,0,0,0,0,0,0
